"","avgAttempts","avgYards","avgTDs","avgPoints","lastRushAtt","lastRushYds","lastRushTD","lastTargets","lastPassYds","lastPassTD","lastFantasyPoints","performanceClass"
"338",28.6666666666667,161,1,22.1,25,116,0,3,14,0,13,2
"339",10.3333333333333,42.6666666666667,0.333333333333333,6.26666666666667,5,20,0,8,48,0,6.8,1
"340",0,0,0,0,0,0,0,0,0,0,0,0
"341",16.3333333333333,109.666666666667,1,16.9666666666667,19,136,0,3,35,0,17.1,3
"342",0,0,0,0,0,0,0,0,0,0,0,0
"343",14.3333333333333,74.3333333333333,0,7.43333333333333,6,17,0,7,73,0,9,1
"344",1.33333333333333,7.66666666666667,0,0.766666666666667,0,0,0,1,0,0,0,0
"345",18.3333333333333,89,0.333333333333333,10.9,9,43,0,8,32,0,7.5,1
"346",4,25.3333333333333,0,2.53333333333333,1,2,0,4,33,0,3.5,0
"347",0.333333333333333,0,0,0,1,0,0,0,0,0,0,0
"348",7,16.6666666666667,0,1.66666666666667,8,9,0,0,0,0,0.9,0
"349",0,0,0,0,0,0,0,0,0,0,0,0
"350",2.33333333333333,10,0,1,2,4,0,5,26,0,3,0
"351",0,0,0,0,0,0,0,0,0,0,0,0
"352",23.6666666666667,92,0,9.2,20,103,0,2,6,0,10.9,2
"353",5.33333333333333,20,0,2,7,31,0,1,0,0,3.1,0
"354",7.33333333333333,26.6666666666667,0,2.66666666666667,14,39,0,5,33,0,7.2,1
"355",0.666666666666667,0.666666666666667,0,0.0666666666666667,2,2,0,0,0,0,0.2,0
"356",9.66666666666667,38.3333333333333,0,3.83333333333333,1,3,0,2,0,0,0.3,0
"357",5.33333333333333,34.3333333333333,0,3.43333333333333,3,0,0,1,0,0,0,0
"358",4.66666666666667,8.66666666666667,0,0.866666666666667,5,7,0,0,0,0,0.7,0
"359",0.666666666666667,4.33333333333333,0,0.433333333333333,0,0,0,0,0,0,0,0
"360",0,0,0,0,0,0,0,0,0,0,0,0
"361",13,54.6666666666667,0,5.46666666666667,16,64,0,3,18,0,8.2,1
"362",0,0,0,0,0,0,0,0,0,0,0,0
"363",2,8,0,0.8,0,0,0,0,0,0,0,0
"364",2.33333333333333,6.66666666666667,0,0,0,0,0,0,0,0,-2,0
"365",0.333333333333333,1.33333333333333,0,0.133333333333333,0,0,0,0,0,0,0,0
"366",11,57,0,5.7,4,18,0,2,16,0,3.4,0
"367",0,0,0,0,0,0,0,0,0,0,0,0
"368",1.33333333333333,29.6666666666667,0,2.96666666666667,0,0,0,1,0,0,0,0
"369",0,0,0,0,0,0,0,0,0,0,0,0
"370",21.3333333333333,96.6666666666667,0.666666666666667,13,20,97,1,6,25,0,18.2,3
"371",7.66666666666667,37.3333333333333,0,3.06666666666667,6,22,0,4,24,0,4.6,0
"372",0,0,0,0,0,0,0,0,0,0,0,0
"373",20.6666666666667,96.6666666666667,0.666666666666667,13.6666666666667,15,17,0,5,24,0,4.1,0
"374",21.3333333333333,92,0.333333333333333,9.86666666666667,30,109,0,1,0,0,6.9,1
"375",9,26.3333333333333,0,2.63333333333333,8,18,0,2,4,0,2.2,0
"376",4.33333333333333,13.3333333333333,0,1.33333333333333,5,20,0,2,0,0,2,0
"377",10.6666666666667,57.3333333333333,0.333333333333333,7.73333333333333,14,101,1,1,5,0,16.6,3
"378",8.66666666666667,37,0.333333333333333,5.7,4,21,0,4,15,1,9.6,1
"379",2.66666666666667,11.3333333333333,0,0.466666666666667,0,0,0,0,0,0,0,0
"380",12.3333333333333,72.3333333333333,0.666666666666667,11.2333333333333,3,9,0,3,36,0,4.5,0
"381",19.6666666666667,91.6666666666667,0.333333333333333,11.1666666666667,20,64,0,8,49,0,11.3,2
"382",4,29.6666666666667,0,2.96666666666667,1,4,0,2,44,0,4.8,0
"383",6.66666666666667,42,0,4.2,9,71,0,4,39,0,11,2
"384",0,0,0,0,0,0,0,0,0,0,0,0
"385",26.6666666666667,139,0.666666666666667,17.9,21,88,0,8,43,0,13.1,2
"386",10.3333333333333,49.3333333333333,0.333333333333333,6.93333333333333,3,15,0,6,23,0,3.8,0
"387",8,50.3333333333333,0.333333333333333,7.03333333333333,5,19,0,9,93,1,17.2,3
"388",15.3333333333333,83,0,8.3,23,71,0,1,7,0,7.8,1
"389",0,0,0,0,0,0,0,0,0,0,0,0
"390",9.66666666666667,72.3333333333333,0,7.23333333333333,1,3,0,2,68,0,7.1,1
"391",6.33333333333333,22.3333333333333,0.333333333333333,4.23333333333333,11,38,1,2,9,0,10.7,2
"392",2,8.66666666666667,0,0.866666666666667,1,3,0,1,0,0,0.3,0
"393",19.3333333333333,87,0,8.7,22,70,0,3,22,0,9.2,1
"394",2.66666666666667,17,0,1.7,0,0,0,1,9,0,0.9,0
"395",0.333333333333333,0,0,0,0,0,0,0,0,0,0,0
"396",4.66666666666667,35.6666666666667,0.333333333333333,5.56666666666667,1,12,0,3,22,0,3.4,0
"397",11,25.3333333333333,0,2.53333333333333,10,14,0,2,12,0,2.6,0
"398",0,0,0,0,0,0,0,0,0,0,0,0
"399",2.33333333333333,6,0,0.6,5,9,0,2,9,0,1.8,0
"400",3.33333333333333,11,0,1.1,3,3,0,0,0,0,0.3,0
"401",0.333333333333333,6,0,0.6,0,0,0,1,18,0,1.8,0
"402",25,120.666666666667,0.333333333333333,14.0666666666667,29,125,1,2,18,0,20.3,4
"403",6.33333333333333,18.3333333333333,0.333333333333333,3.83333333333333,6,3,0,2,8,1,7.1,1
"404",3.66666666666667,5.66666666666667,0,0.566666666666667,4,10,0,0,0,0,1,0
"405",0.666666666666667,0.666666666666667,0,0.0666666666666667,0,0,0,0,0,0,0,0
"406",5.66666666666667,19,0,1.9,7,30,0,1,7,0,3.7,0
"407",0,0,0,0,0,0,0,0,0,0,0,0
"408",0.333333333333333,3.66666666666667,0,0.366666666666667,1,11,0,0,0,0,1.1,0
"409",16.6666666666667,83.3333333333333,0,8.33333333333333,19,88,0,2,23,0,11.1,2
"410",2,8,0,0.8,0,0,0,0,0,0,0,0
